row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,region,category,sub-category,product_name,sales,quantity,discount,profit
9210,Ca-2017-142776,2017-11-12,2017-12-14,Second Class,Rs-19870,Roy Skaria,Home Office,Burlington,Iowa,Central,Office Supplies,Envelopes,Pastel Pink Envelopes,7.28,1,0.0,3.4944
9211,Ca-2017-142776,2017-11-12,2017-12-14,Second Class,Rs-19870,Roy Skaria,Home Office,Burlington,Iowa,Central,Office Supplies,Binders,Wilson Jones Easy Flow Ii Sheet Lifters,5.4,3,0.0,2.592
9212,Ca-2015-167479,2015-03-14,2015-03-19,Standard Class,Ai-10855,Arianne Irving,Consumer,Roseville,California,West,Office Supplies,Paper,Xerox 223,19.44,3,0.0,9.3312
9213,Ca-2014-144071,2014-08-12,2014-12-15,Standard Class,Dj-13420,Denny Joy,Corporate,San Francisco,California,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664
9214,Ca-2014-144071,2014-08-12,2014-12-15,Standard Class,Dj-13420,Denny Joy,Corporate,San Francisco,California,West,Furniture,Furnishings,Dax Natural Wood-Tone Poster Frame,79.44,3,0.0,28.5984
9215,Us-2017-120908,2017-09-30,2017-02-10,First Class,Bf-10975,Barbara Fisher,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Self-Adhesive Address Labels For Typewriters With Dispenser Box,20.664,7,0.2,6.9741
9216,Ca-2016-152646,2016-11-21,2016-11-26,Standard Class,Th-21235,Tiffany House,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 222,32.4,5,0.0,15.552
9217,Ca-2017-103765,2017-11-24,2017-11-30,Standard Class,Jg-15310,Jason Gross,Corporate,Odessa,Texas,Central,Office Supplies,Appliances,"Holmes Replacement Filter For Hepa Air Cleaner, Very Large Room, Hepa Filter",13.762,1,0.8,-24.7716
9218,Us-2017-118157,2017-11-14,2017-11-17,First Class,Aw-10930,Arthur Wiediger,Home Office,Minneapolis,Minnesota,Central,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0.0,7.4872
9219,Us-2015-164238,2015-08-16,2015-08-20,Standard Class,Jw-15955,Joni Wasserman,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Iris Project Case,44.688,7,0.2,3.3516
9220,Us-2015-164238,2015-08-16,2015-08-20,Standard Class,Jw-15955,Joni Wasserman,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library In Landvery Oak,301.47,3,0.5,-204.9996
9221,Ca-2017-103212,2017-10-13,2017-10-14,First Class,Mh-18025,Michelle Huthwaite,Consumer,Lafayette,Louisiana,South,Office Supplies,Labels,Avery 52,11.07,3,0.0,5.2029
9222,Ca-2017-103212,2017-10-13,2017-10-14,First Class,Mh-18025,Michelle Huthwaite,Consumer,Lafayette,Louisiana,South,Furniture,Tables,Bretford Rectangular Conference Table Tops,1504.52,4,0.0,346.0396
9223,Ca-2017-103212,2017-10-13,2017-10-14,First Class,Mh-18025,Michelle Huthwaite,Consumer,Lafayette,Louisiana,South,Office Supplies,Paper,Xerox 231,25.92,4,0.0,12.4416
9224,Ca-2017-121160,2017-04-11,2017-04-11,Same Day,Fm-14290,Frank Merwin,Home Office,Bryan,Texas,Central,Office Supplies,Binders,Gbc Standard Plastic Binding Systems' Combs,7.536,6,0.8,-13.188
9225,Ca-2017-121160,2017-04-11,2017-04-11,Same Day,Fm-14290,Frank Merwin,Home Office,Bryan,Texas,Central,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,1.408,2,0.8,-2.3232
9226,Ca-2017-121160,2017-04-11,2017-04-11,Same Day,Fm-14290,Frank Merwin,Home Office,Bryan,Texas,Central,Office Supplies,Binders,Wilson Jones Impact Binders,4.144,4,0.8,-6.4232
9227,Ca-2017-121160,2017-04-11,2017-04-11,Same Day,Fm-14290,Frank Merwin,Home Office,Bryan,Texas,Central,Office Supplies,Storage,Rogers Deluxe File Chest,52.752,3,0.2,-12.5286
9228,Ca-2017-140515,2017-03-19,2017-03-24,Standard Class,Gz-14545,George Zrebassa,Corporate,Los Angeles,California,West,Office Supplies,Appliances,Belkin 5 Outlet Surgemaster Power Centers,381.36,7,0.0,106.7808
9229,Ca-2014-153619,2014-03-11,2014-03-11,Same Day,Tc-21535,Tracy Collins,Home Office,Los Angeles,California,West,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,4,0.0,3.36
9230,Ca-2017-133718,2017-07-23,2017-07-26,First Class,Tb-21520,Tracy Blumstein,Consumer,Los Angeles,California,West,Office Supplies,Binders,"Cardinal Holdit! Binder Insert Strips,Extra Strips",15.192,3,0.2,5.5071
9231,Ca-2017-133718,2017-07-23,2017-07-26,First Class,Tb-21520,Tracy Blumstein,Consumer,Los Angeles,California,West,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. And 88 Bright),58.32,9,0.0,27.9936
9232,Ca-2014-148383,2014-12-27,2014-12-31,Standard Class,Rp-19390,Resi Pölking,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,Gbc Docubind 300 Electric Binding Machine,946.764,6,0.7,-694.2936
9233,Ca-2016-126732,2016-02-09,2016-06-09,Standard Class,Lr-16915,Lena Radford,Consumer,Los Angeles,California,West,Furniture,Furnishings,Ultra Door Pull Handle,94.68,9,0.0,31.2444
9234,Ca-2016-126732,2016-02-09,2016-06-09,Standard Class,Lr-16915,Lena Radford,Consumer,Los Angeles,California,West,Office Supplies,Storage,Akro Stacking Bins,23.67,3,0.0,0.9468
9235,Ca-2016-126732,2016-02-09,2016-06-09,Standard Class,Lr-16915,Lena Radford,Consumer,Los Angeles,California,West,Technology,Phones,Cisco Unified Ip Phone 7945G Voip Phone,1091.168,4,0.2,68.198
9236,Ca-2016-126732,2016-02-09,2016-06-09,Standard Class,Lr-16915,Lena Radford,Consumer,Los Angeles,California,West,Office Supplies,Art,Blackstonian Pencils,18.69,7,0.0,5.2332
9237,Ca-2016-126732,2016-02-09,2016-06-09,Standard Class,Lr-16915,Lena Radford,Consumer,Los Angeles,California,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364
9238,Ca-2016-126732,2016-02-09,2016-06-09,Standard Class,Lr-16915,Lena Radford,Consumer,Los Angeles,California,West,Office Supplies,Binders,Spinevue Locking Slant-D Ring Binders By Cardinal,7.312,1,0.2,2.5592
9239,Ca-2017-138156,2017-11-02,2017-02-14,First Class,Mm-17260,Magdelene Morse,Consumer,Columbus,Ohio,East,Furniture,Furnishings,"Deflect-O Rollamat Studded, Beveled Mat For Medium Pile Carpeting",147.568,2,0.2,-3.6892
9240,Ca-2017-110310,2017-10-27,2017-02-11,Standard Class,Nb-18655,Nona Balk,Corporate,Tallahassee,Florida,South,Office Supplies,Paper,Easy-Staple Paper,56.784,7,0.2,20.5842
9241,Ca-2017-110310,2017-10-27,2017-02-11,Standard Class,Nb-18655,Nona Balk,Corporate,Tallahassee,Florida,South,Office Supplies,Binders,Avery Hole Reinforcements,5.607,3,0.7,-3.9249
9242,Ca-2017-110310,2017-10-27,2017-02-11,Standard Class,Nb-18655,Nona Balk,Corporate,Tallahassee,Florida,South,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,6.576,3,0.2,0.5754
9243,Ca-2014-113271,2014-09-07,2014-07-14,Standard Class,Ds-13030,Darrin Sayre,Home Office,San Francisco,California,West,Office Supplies,Binders,Avery Hidden Tab Dividers For Binding Systems,14.304,6,0.2,4.6488
9244,Ca-2014-113271,2014-09-07,2014-07-14,Standard Class,Ds-13030,Darrin Sayre,Home Office,San Francisco,California,West,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.833,1,0.15,7.049
9245,Ca-2014-113271,2014-09-07,2014-07-14,Standard Class,Ds-13030,Darrin Sayre,Home Office,San Francisco,California,West,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,0.0,2.224
9246,Ca-2014-113271,2014-09-07,2014-07-14,Standard Class,Ds-13030,Darrin Sayre,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 1967,32.4,5,0.0,15.552
9247,Ca-2017-130106,2017-05-22,2017-05-26,Standard Class,Vf-21715,Vicky Freymann,Home Office,San Francisco,California,West,Office Supplies,Art,Newell 350,9.84,3,0.0,2.8536
9248,Ca-2017-130106,2017-05-22,2017-05-26,Standard Class,Vf-21715,Vicky Freymann,Home Office,San Francisco,California,West,Office Supplies,Art,Newell 333,2.78,1,0.0,0.7228
9249,Ca-2016-127761,2016-10-11,2016-11-14,Standard Class,Sw-20275,Scott Williamson,Consumer,New York City,New York,East,Office Supplies,Binders,Presstex Flexible Ring Binders,3.64,1,0.2,1.365
9250,Ca-2016-127761,2016-10-11,2016-11-14,Standard Class,Sw-20275,Scott Williamson,Consumer,New York City,New York,East,Technology,Phones,Blackberry Q10,881.93,7,0.0,220.4825
9251,Ca-2016-105354,2016-02-12,2016-06-12,Standard Class,Pw-19030,Pauline Webber,Corporate,Marion,Iowa,Central,Office Supplies,Binders,"Gbc White Gloss Covers, Plain Front",115.84,8,0.0,54.4448
9252,Ca-2017-155712,2017-02-03,2017-08-03,Standard Class,Kd-16615,Ken Dana,Corporate,Los Angeles,California,West,Office Supplies,Binders,Catalog Binders With Expanding Posts,107.648,2,0.2,33.64
9253,Ca-2017-102309,2017-09-23,2017-09-25,Second Class,Do-13645,Doug O'Connell,Consumer,Pine Bluff,Arkansas,South,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,5,0.0,63.984
9254,Ca-2017-102309,2017-09-23,2017-09-25,Second Class,Do-13645,Doug O'Connell,Consumer,Pine Bluff,Arkansas,South,Office Supplies,Paper,Xerox 225,12.96,2,0.0,6.2208
9255,Ca-2014-168368,2014-11-02,2014-02-15,Second Class,Ga-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Furniture,Chairs,"Global Value Mid-Back Manager'S Chair, Gray",60.89,1,0.0,15.2225
9256,Ca-2014-168368,2014-11-02,2014-02-15,Second Class,Ga-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Office Supplies,Labels,Avery 483,14.94,3,0.0,6.8724
9257,Ca-2014-168368,2014-11-02,2014-02-15,Second Class,Ga-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool For Ring Binders,9.64,2,0.0,4.4344
9258,Ca-2014-168368,2014-11-02,2014-02-15,Second Class,Ga-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Furniture,Furnishings,"Rubbermaid Clustermat Chairmats, Mat Size- 66"" X 60"", Lip 20"" X 11"" -90 Degree Angle",332.94,3,0.0,53.2704
9259,Ca-2014-168368,2014-11-02,2014-02-15,Second Class,Ga-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Office Supplies,Binders,Varicap6 Expandable Binder,51.9,3,0.0,24.393
9260,Ca-2014-168368,2014-11-02,2014-02-15,Second Class,Ga-14725,Guy Armstrong,Consumer,Columbia,Missouri,Central,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0.0,2.5984
9261,Ca-2017-167976,2017-11-11,2017-11-14,Second Class,Jl-15505,Jeremy Lonsdale,Consumer,Aberdeen,South Dakota,Central,Office Supplies,Supplies,Acme Titanium Bonded Scissors,25.5,3,0.0,6.63
9262,Ca-2017-111388,2017-02-09,2017-02-09,Same Day,Su-20665,Stephanie Ulpright,Home Office,Seattle,Washington,West,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997
9263,Ca-2015-124499,2015-09-10,2015-10-13,Standard Class,Fm-14380,Fred Mcmath,Consumer,Detroit,Michigan,Central,Furniture,Chairs,High-Back Leather Manager'S Chair,389.97,3,0.0,35.0973
9264,Ca-2015-124499,2015-09-10,2015-10-13,Standard Class,Fm-14380,Fred Mcmath,Consumer,Detroit,Michigan,Central,Office Supplies,Appliances,Belkin 8 Outlet Surgemaster Ii Gold Surge Protector,269.91,5,0.1,53.982
9265,Us-2017-128118,2017-11-24,2017-01-12,Standard Class,My-17380,Maribeth Yedwab,Corporate,Memphis,Tennessee,South,Office Supplies,Binders,"Mead 1St Gear 2"" Zipper Binder, Asst. Colors",11.673,3,0.7,-7.782
9266,Us-2017-128118,2017-11-24,2017-01-12,Standard Class,My-17380,Maribeth Yedwab,Corporate,Memphis,Tennessee,South,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",64.848,7,0.2,24.318
9267,Ca-2014-125759,2014-08-02,2014-09-02,First Class,Nm-18445,Nathan Mautz,Home Office,North Las Vegas,Nevada,West,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,2,0.0,5.5328
9268,Ca-2015-151869,2015-09-25,2015-09-25,Same Day,Cs-11950,Carlos Soltero,Consumer,Freeport,New York,East,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,102.582,1,0.1,6.8388
9269,Ca-2015-151869,2015-09-25,2015-09-25,Same Day,Cs-11950,Carlos Soltero,Consumer,Freeport,New York,East,Office Supplies,Paper,Xerox 1923,20.04,3,0.0,9.6192
9270,Us-2017-102183,2017-08-21,2017-08-28,Standard Class,Pk-19075,Pete Kriz,Consumer,New York City,New York,East,Office Supplies,Binders,Avery Metallic Poly Binders,32.088,7,0.2,11.2308
9271,Us-2017-102183,2017-08-21,2017-08-28,Standard Class,Pk-19075,Pete Kriz,Consumer,New York City,New York,East,Office Supplies,Binders,Gbc Docubind Tl300 Electric Binding System,4305.552,6,0.2,1453.1238
9272,Ca-2016-100510,2016-12-05,2016-05-17,Standard Class,Hm-14860,Harry Marie,Corporate,New York City,New York,East,Furniture,Furnishings,Oic Stacking Trays,10.02,3,0.0,4.4088
9273,Ca-2016-100510,2016-12-05,2016-05-17,Standard Class,Hm-14860,Harry Marie,Corporate,New York City,New York,East,Technology,Phones,Jawbone Jambox Wireless Bluetooth Speaker,631.96,4,0.0,303.3408
9274,Ca-2017-146983,2017-02-09,2017-06-09,Standard Class,Ah-10210,Alan Hwang,Consumer,Henderson,Kentucky,South,Office Supplies,Binders,Gbc Docubind 300 Electric Binding Machine,1577.94,3,0.0,757.4112
9275,Us-2014-134054,2014-10-10,2014-10-10,Same Day,Fc-14335,Fred Chung,Corporate,Albuquerque,New Mexico,West,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,7,0.0,112.574
9276,Ca-2016-113236,2016-05-26,2016-05-29,Second Class,Cp-12085,Cathy Prescott,Corporate,Delray Beach,Florida,South,Office Supplies,Storage,Advantus Rolling Drawer Organizers,184.704,6,0.2,13.8528
9277,Ca-2016-113236,2016-05-26,2016-05-29,Second Class,Cp-12085,Cathy Prescott,Corporate,Delray Beach,Florida,South,Technology,Accessories,Imation 32Gb Pocket Pro Usb 3.0 Flash Drive - 32 Gb - Black - 1 P ...,47.92,2,0.2,11.98
9278,Ca-2017-122539,2017-01-12,2017-05-12,Standard Class,Sc-20305,Sean Christensen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Avery 483,15.936,4,0.2,5.1792
9279,Ca-2017-122539,2017-01-12,2017-05-12,Standard Class,Sc-20305,Sean Christensen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 14 7/8"" X 11"", Dark Blue",8.001,7,0.7,-5.6007
9280,Ca-2017-122539,2017-01-12,2017-05-12,Standard Class,Sc-20305,Sean Christensen,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,398.972,2,0.3,-28.498
9281,Ca-2016-166772,2016-09-20,2016-09-24,Standard Class,Hj-14875,Heather Jas,Home Office,Seattle,Washington,West,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,2,0.0,40.97
9282,Us-2017-152898,2017-11-09,2017-09-15,Standard Class,Cb-12025,Cassandra Brandow,Consumer,Richmond,Virginia,South,Office Supplies,Appliances,Hoover Commercial Steamvac,67.9,5,0.0,20.37
9283,Ca-2016-160486,2016-12-30,2017-04-01,Standard Class,Eh-14185,Evan Henry,Consumer,West Palm Beach,Florida,South,Office Supplies,Paper,Embossed Ink Jet Note Cards,72.224,4,0.2,25.2784
9284,Ca-2017-102218,2017-02-09,2017-04-09,Second Class,Lw-17215,Luke Weiss,Consumer,Fort Collins,Colorado,West,Office Supplies,Labels,Avery 519,11.696,2,0.2,3.9474
9285,Ca-2014-161032,2014-11-18,2014-11-23,Standard Class,Mk-17905,Michael Kennedy,Corporate,Franklin,Wisconsin,Central,Furniture,Chairs,Office Star - Mesh Screen Back Chair With Vinyl Seat,392.94,3,0.0,43.2234
9286,Ca-2015-102778,2015-11-21,2015-11-24,First Class,Jh-15820,John Huston,Consumer,Monroe,North Carolina,South,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",18.176,1,0.2,4.7712
9287,Ca-2017-154011,2017-06-19,2017-06-26,Standard Class,Db-13270,Deborah Brumfield,Home Office,Dallas,Texas,Central,Office Supplies,Binders,Gbc Plasticlear Binding Covers,6.888,3,0.8,-11.0208
9288,Ca-2017-154011,2017-06-19,2017-06-26,Standard Class,Db-13270,Deborah Brumfield,Home Office,Dallas,Texas,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",457.485,3,0.3,-84.9615
9289,Us-2017-165456,2017-11-30,2017-03-12,First Class,Tb-21625,Trudy Brown,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,1079.316,6,0.3,-15.4188
9290,Ca-2014-111857,2014-04-23,2014-04-26,Second Class,Nm-18445,Nathan Mautz,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 1891,48.91,1,0.0,22.9877
9291,Ca-2014-163650,2014-09-23,2014-09-25,First Class,Tt-21220,Thomas Thornton,Consumer,Dover,Delaware,East,Office Supplies,Art,Newell 351,9.84,3,0.0,2.8536
9292,Ca-2014-163650,2014-09-23,2014-09-25,First Class,Tt-21220,Thomas Thornton,Consumer,Dover,Delaware,East,Office Supplies,Binders,Ibico Covers For Plastic Or Wire Binding Elements,34.5,3,0.0,15.525
9293,Ca-2017-124114,2017-02-03,2017-02-03,Same Day,Rs-19765,Roland Schwarz,Corporate,Waco,Texas,Central,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,0.556,1,0.8,-0.9452
9294,Us-2017-116505,2017-11-17,2017-11-21,Second Class,Tb-21625,Trudy Brown,Consumer,Hagerstown,Maryland,East,Office Supplies,Binders,"Angle-D Binders With Locking Rings, Label Holders",43.8,6,0.0,20.586
9295,Ca-2017-161340,2017-05-28,2017-01-06,Standard Class,Am-10360,Alice Mccarthy,Corporate,Cleveland,Ohio,East,Office Supplies,Paper,Hp Office Recycled Paper (20Lb. And 87 Bright),13.872,3,0.2,5.0286
9296,Ca-2017-161340,2017-05-28,2017-01-06,Standard Class,Am-10360,Alice Mccarthy,Corporate,Cleveland,Ohio,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96,4,0.5,-64.9376
9297,Us-2015-163433,2015-04-18,2015-04-22,Second Class,Mp-17965,Michael Paige,Corporate,Mcallen,Texas,Central,Technology,Accessories,"Trendnet 56K Usb 2.0 Phone, Internet And Fax Modem",41.424,2,0.2,8.2848
9298,Us-2015-163433,2015-04-18,2015-04-22,Second Class,Mp-17965,Michael Paige,Corporate,Mcallen,Texas,Central,Technology,Phones,Grandstream Gxp2100 Mainstream Business Phone,244.768,4,0.2,24.4768
9299,Us-2015-163433,2015-04-18,2015-04-22,Second Class,Mp-17965,Michael Paige,Corporate,Mcallen,Texas,Central,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",74.352,3,0.2,6.5058
9300,Us-2015-163433,2015-04-18,2015-04-22,Second Class,Mp-17965,Michael Paige,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,"Gbc Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2,0.8,-6.8992
9301,Us-2015-163433,2015-04-18,2015-04-22,Second Class,Mp-17965,Michael Paige,Corporate,Mcallen,Texas,Central,Furniture,Chairs,"Global Geo Office Task Chair, Gray",56.686,1,0.3,-20.245
9302,Us-2015-163433,2015-04-18,2015-04-22,Second Class,Mp-17965,Michael Paige,Corporate,Mcallen,Texas,Central,Technology,Phones,Lunatik Tt5L-002 Taktik Strike Impact Protection System For Iphone 5,97.968,2,0.2,6.123
9303,Us-2015-163433,2015-04-18,2015-04-22,Second Class,Mp-17965,Michael Paige,Corporate,Mcallen,Texas,Central,Office Supplies,Art,Newell 348,7.872,3,0.2,0.8856
9304,Us-2015-163433,2015-04-18,2015-04-22,Second Class,Mp-17965,Michael Paige,Corporate,Mcallen,Texas,Central,Office Supplies,Paper,Xerox 1994,15.552,3,0.2,5.4432
9305,Us-2015-163433,2015-04-18,2015-04-22,Second Class,Mp-17965,Michael Paige,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,Gbc Plastic Binding Combs,1.476,1,0.8,-2.2878
9306,Ca-2015-137603,2015-09-19,2015-09-24,Standard Class,Mh-17290,Marc Harrigan,Home Office,Santa Fe,New Mexico,West,Office Supplies,Art,Newell 323,8.4,5,0.0,2.184
9307,Ca-2014-128237,2014-03-25,2014-03-30,Standard Class,Ca-12265,Christina Anderson,Consumer,San Francisco,California,West,Office Supplies,Art,Newell 35,6.56,2,0.0,1.9024
9308,Ca-2014-128237,2014-03-25,2014-03-30,Standard Class,Ca-12265,Christina Anderson,Consumer,San Francisco,California,West,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0.0,3.72
9309,Ca-2014-128237,2014-03-25,2014-03-30,Standard Class,Ca-12265,Christina Anderson,Consumer,San Francisco,California,West,Technology,Accessories,Imation Swivel Flash Drive Usb Flash Drive - 8 Gb,45.48,4,0.0,15.918
9310,Ca-2014-128237,2014-03-25,2014-03-30,Standard Class,Ca-12265,Christina Anderson,Consumer,San Francisco,California,West,Office Supplies,Art,"Bic Brite Liner Grip Highlighters, Assorted, 5/Pack",25.44,6,0.0,9.9216
9311,Us-2016-102141,2016-08-26,2016-08-31,Standard Class,Kd-16615,Ken Dana,Corporate,New York City,New York,East,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,146.688,8,0.2,45.84
9312,Ca-2017-148642,2017-06-03,2017-12-03,Standard Class,Dw-13540,Don Weiss,Consumer,Dallas,Texas,Central,Office Supplies,Labels,Avery 511,4.928,2,0.2,1.7248
9313,Ca-2017-148642,2017-06-03,2017-12-03,Standard Class,Dw-13540,Don Weiss,Consumer,Dallas,Texas,Central,Office Supplies,Art,Newell 345,63.488,4,0.2,4.7616
9314,Ca-2015-111948,2015-11-11,2015-11-11,Same Day,Ag-10495,Andrew Gjertsen,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418.32,7,0.0,117.1296
9315,Ca-2015-111948,2015-11-11,2015-11-11,Same Day,Ag-10495,Andrew Gjertsen,Corporate,Detroit,Michigan,Central,Office Supplies,Appliances,"Holmes Replacement Filter For Hepa Air Cleaner, Very Large Room, Hepa Filter",123.858,2,0.1,46.7908
9316,Ca-2016-161907,2016-05-04,2016-09-04,Standard Class,Jh-16180,Justin Hirsh,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Clearsounds A400,118.782,3,0.4,-27.7158
9317,Ca-2016-161907,2016-05-04,2016-09-04,Standard Class,Jh-16180,Justin Hirsh,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,Premier Automatic Letter Opener,769.184,4,0.2,-163.4516
9318,Ca-2017-124940,2017-02-21,2017-02-26,Standard Class,Dk-13090,Dave Kipp,Consumer,Carrollton,Texas,Central,Technology,Accessories,Microsoft Natural Keyboard Elite,47.904,1,0.2,-2.994
9319,Us-2017-108343,2017-07-20,2017-07-25,Standard Class,Ar-10825,Anthony Rawles,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1977,13.36,2,0.0,6.4128
9320,Us-2017-108343,2017-07-20,2017-07-25,Standard Class,Ar-10825,Anthony Rawles,Corporate,New York City,New York,East,Furniture,Chairs,Office Star - Task Chair With Contemporary Loop Arms,163.764,2,0.1,25.4744
9321,Us-2017-108343,2017-07-20,2017-07-25,Standard Class,Ar-10825,Anthony Rawles,Corporate,New York City,New York,East,Furniture,Furnishings,Tenex B1-Re Series Chair Mats For Low Pile Carpets,183.92,4,0.0,31.2664
9322,Us-2016-111563,2016-04-11,2016-08-11,Standard Class,Sm-20005,Sally Matthias,Consumer,Houston,Texas,Central,Furniture,Furnishings,"Dax Two-Tone Rosewood/Black Document Frame, Desktop, 5 X 7",11.376,3,0.6,-5.688
9323,Us-2016-111563,2016-04-11,2016-08-11,Standard Class,Sm-20005,Sally Matthias,Consumer,Houston,Texas,Central,Furniture,Furnishings,"Deflect-O Economat Studded, No Bevel Mat For Low Pile Carpeting",66.112,4,0.6,-84.2928
9324,Ca-2017-121853,2017-09-23,2017-09-29,Standard Class,Db-13660,Duane Benoit,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1909,211.04,8,0.0,97.0784
9325,Ca-2017-121853,2017-09-23,2017-09-29,Standard Class,Db-13660,Duane Benoit,Consumer,Los Angeles,California,West,Furniture,Chairs,Gueststacker Chair With Chrome Finish Legs,594.816,2,0.2,59.4816
9326,Ca-2017-121853,2017-09-23,2017-09-29,Standard Class,Db-13660,Duane Benoit,Consumer,Los Angeles,California,West,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,72.96,3,0.2,23.712
9327,Us-2017-130687,2017-07-09,2017-10-09,First Class,Pf-19225,Phillip Flathmann,Consumer,Edmonds,Washington,West,Furniture,Furnishings,Dax Two-Tone Silver Metal Document Frame,80.96,4,0.0,34.8128
9328,Us-2017-130687,2017-07-09,2017-10-09,First Class,Pf-19225,Phillip Flathmann,Consumer,Edmonds,Washington,West,Technology,Phones,Konftel 250 Conference Phone - Charcoal Black,455.712,2,0.2,34.1784
9329,Us-2017-130687,2017-07-09,2017-10-09,First Class,Pf-19225,Phillip Flathmann,Consumer,Edmonds,Washington,West,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,25.98,1,0.0,7.2744
9330,Ca-2015-164497,2015-11-28,2015-11-30,First Class,Aj-10945,Ashley Jarboe,Consumer,San Francisco,California,West,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier With 2.3-Gallon Output Per Day, Replacement Filter",45.28,4,0.0,15.3952
9331,Us-2015-153283,2015-12-11,2015-11-18,Standard Class,Eb-14110,Eugene Barchas,Consumer,New York City,New York,East,Office Supplies,Envelopes,Staple Envelope,15.56,2,0.0,7.3132
9332,Ca-2016-108056,2016-09-29,2016-03-10,Standard Class,Es-14080,Erin Smith,Corporate,Springfield,Oregon,West,Technology,Phones,Wilson Electronics Db Pro Signal Booster,859.2,3,0.2,75.18
9333,Ca-2017-127726,2017-11-09,2017-09-13,Second Class,Ss-20410,Shahid Shariari,Consumer,Georgetown,Kentucky,South,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone And Remote",195.68,4,0.0,50.8768
9334,Ca-2017-127726,2017-11-09,2017-09-13,Second Class,Ss-20410,Shahid Shariari,Consumer,Georgetown,Kentucky,South,Office Supplies,Fasteners,"Acco Clips To Go Binder Clips, 24 Clips In Two Sizes",14.2,4,0.0,6.674
